user_id,show_watched,duration_watched(minutes),date_watched,gender,age,subscription_type,device_used,rating_given,location,watching_method
6827,The Witcher,33.09,01-02-2023 16:44,Male,57,Premium,Tablet,3,US,Binge-watched
9259,Stranger Things,117.68,01-02-2023 16:45,Female,53,Basic,TV,2,UK,Watched daily
1987,Stranger Things,104.49,01-02-2023 16:46,Male,16,Standard,Tablet,3,Australia,Watched daily
8804,Money Heist,38,01-02-2023 16:47,Female,75,Standard,Tablet,2,US,Started but didn't finish
8789,Ozark,36.63,01-02-2023 16:48,Male,71,Standard,TV,2,Australia,Watched weekly
6717,BoJack Horseman,12.42,01-02-2023 16:49,Male,39,Basic,Desktop,3,US,Started but didn't finish
4198,House of Cards,105.24,01-02-2023 16:50,Male,61,Basic,Tablet,3,US,Started but didn't finish
6374,Narcos,44.61,01-02-2023 16:51,Male,45,Standard,Tablet,4,France,Binge-watched
5790,Stranger Things,68.71,01-02-2023 16:52,Female,44,Premium,TV,3,France,Started but didn't finish
8183,The Witcher,108.05,01-02-2023 16:53,Male,75,Basic,Tablet,3,France,Started but didn't finish
3524,Narcos,48.97,01-02-2023 16:54,Female,59,Basic,Tablet,,France,Watched weekly
3479,Stranger Things,96.82,01-02-2023 16:55,nan,12,Basic,Desktop,5,US,Binge-watched
6154,The Witcher,51.63,01-02-2023 16:56,Female,13,Standard,Tablet,2,UK,Watched weekly
1778,Ozark,84.11,01-02-2023 16:57,Male,64,Basic,Mobile,2,Canada,Started but didn't finish
2492,Stranger Things,51.74,01-02-2023 16:58,Female,61,Premium,Desktop,4,US,Binge-watched
1660,House of Cards,47.13,01-02-2023 16:59,Male,68,Standard,TV,3,Australia,Watched daily
2348,Money Heist,118.89,01-02-2023 17:00,Male,29,Standard,TV,3,UK,Watched daily
8851,The Witcher,,01-02-2023 17:01,Female,28,Standard,TV,2,Canada,Binge-watched
8156,Black Mirror,44.09,01-02-2023 17:02,Male,17,Basic,Tablet,3,Canada,Started but didn't finish
3044,Stranger Things,30.94,01-02-2023 17:03,Female,76,Standard,TV,4,France,Binge-watched
8368,The Crown,4.77,01-02-2023 17:04,Male,36,Premium,Mobile,4,Canada,Watched weekly
4516,The Umbrella Academy,84.79,01-02-2023 17:05,Male,17,Basic,Desktop,2,Australia,Started but didn't finish
5577,Ozark,44.66,01-02-2023 17:06,Male,27,Basic,Mobile,3,Australia,Watched weekly
1727,Stranger Things,98.55,01-02-2023 17:07,Female,38,Basic,TV,3,UK,Binge-watched
8468,The Crown,43.66,01-02-2023 17:08,Male,55,Premium,Tablet,3,France,Watched daily
1342,Money Heist,44.8,01-02-2023 17:09,Male,45,Basic,Tablet,3,US,Binge-watched
2447,The Umbrella Academy,93.5,01-02-2023 17:10,Female,12,Standard,TV,3,US,Binge-watched
7581,The Witcher,,01-02-2023 17:11,Female,18,Standard,TV,5,France,Started but didn't finish
7317,The Witcher,106.19,01-02-2023 17:12,Female,19,Standard,TV,3,France,Watched daily
1526,The Umbrella Academy,70.82,01-02-2023 17:13,Male,75,Basic,Tablet,3,Canada,Watched daily
7748,Stranger Things,28.88,01-02-2023 17:14,Male,10,Standard,Mobile,4,Canada,Watched weekly
1405,The Witcher,68.19,01-02-2023 17:15,Female,13,Basic,Desktop,5,UK,Watched weekly
8986,BoJack Horseman,0.48,01-02-2023 17:16,Female,57,Basic,TV,4,France,Started but didn't finish
4740,The Umbrella Academy,37.49,01-02-2023 17:17,Female,27,Standard,Mobile,2,US,Watched daily
2846,Stranger Things,24.95,01-02-2023 17:18,Female,54,Premium,Mobile,3,UK,Binge-watched
2478,Narcos,78.5,01-02-2023 17:19,Male,,Premium,Mobile,4,US,Watched daily
1771,Ozark,16.32,01-02-2023 17:20,Male,60,Premium,TV,1,US,Watched daily
6525,The Witcher,34.81,01-02-2023 17:21,Female,70,Standard,Tablet,1,UK,Started but didn't finish
9770,Black Mirror,39.76,01-02-2023 17:22,Male,,Premium,Mobile,1,US,Binge-watched
1193,Money Heist,0.4,01-02-2023 17:23,nan,28,Standard,Mobile,1,France,Binge-watched
3007,House of Cards,5.61,01-02-2023 17:24,Male,20,Standard,Mobile,1,Australia,Started but didn't finish
2185,Narcos,37.34,01-02-2023 17:25,Female,37,Basic,Desktop,,France,Watched daily
3394,Black Mirror,26.68,01-02-2023 17:26,Male,66,Standard,Mobile,2,UK,Binge-watched
5005,The Umbrella Academy,,01-02-2023 17:27,Male,63,nan,Mobile,2,US,Watched weekly
8429,The Witcher,18.5,01-02-2023 17:28,Female,74,Standard,Tablet,5,US,Watched daily
3261,Money Heist,100.26,01-02-2023 17:29,Female,56,Standard,Mobile,4,Canada,Started but didn't finish
4736,The Crown,82,01-02-2023 17:30,Male,13,Premium,Mobile,4,Germany,Watched weekly
7716,The Umbrella Academy,58.09,01-02-2023 17:31,Male,43,Standard,TV,3,UK,Binge-watched
5875,The Umbrella Academy,109.06,01-02-2023 17:32,Female,63,Standard,Tablet,1,Australia,Watched weekly
9921,The Umbrella Academy,3.55,01-02-2023 17:33,Female,70,Standard,Mobile,5,US,Watched weekly
5378,Ozark,41.39,01-02-2023 17:34,Male,29,Standard,Mobile,5,UK,Watched weekly
8815,Ozark,98.81,01-02-2023 17:35,Female,12,Premium,Desktop,3,Canada,Watched daily
4451,House of Cards,75.39,01-02-2023 17:36,Male,49,Standard,Desktop,4,UK,Watched daily
8616,BoJack Horseman,117.8,01-02-2023 17:37,Female,78,Standard,Mobile,3,France,Started but didn't finish
3800,Money Heist,113.34,01-02-2023 17:38,Female,32,Standard,Desktop,2,US,Binge-watched
9333,House of Cards,20.39,01-02-2023 17:39,Male,78,Standard,Mobile,3,Canada,Binge-watched
6410,Black Mirror,116.64,01-02-2023 17:40,Female,41,Premium,TV,4,France,Started but didn't finish
2455,The Crown,113.46,01-02-2023 17:41,Male,33,Standard,Desktop,2,Germany,Watched weekly
7892,The Witcher,44.83,01-02-2023 17:42,Male,60,Standard,TV,3,Germany,Watched daily
6808,House of Cards,117.95,01-02-2023 17:43,Female,67,Standard,Mobile,4,UK,Watched weekly
7796,BoJack Horseman,4.3,01-02-2023 17:44,Male,51,Standard,Desktop,3,US,Started but didn't finish
5796,BoJack Horseman,79.29,01-02-2023 17:45,Female,44,Premium,Mobile,2,Germany,Watched daily
6093,The Umbrella Academy,31.94,01-02-2023 17:46,Male,41,Basic,Tablet,5,Canada,Watched daily
2325,Black Mirror,15.54,01-02-2023 17:47,Female,63,Standard,TV,4,US,Binge-watched
5976,House of Cards,69.3,01-02-2023 17:48,Male,54,Premium,Tablet,4,Australia,Watched daily
2159,Black Mirror,36.76,01-02-2023 17:49,Male,57,Basic,TV,4,Canada,Started but didn't finish
5650,Black Mirror,80.02,01-02-2023 17:50,Female,58,Basic,Mobile,2,Canada,Watched daily
5987,Ozark,64.8,01-02-2023 17:51,Male,43,Basic,Desktop,3,Canada,Binge-watched
5697,Black Mirror,47.11,01-02-2023 17:52,nan,25,Premium,Tablet,3,Australia,Binge-watched
1340,BoJack Horseman,,01-02-2023 17:53,Female,20,Basic,Desktop,5,Germany,Binge-watched
4828,Ozark,72.15,01-02-2023 17:54,Male,28,Basic,Desktop,3,UK,Binge-watched
2968,House of Cards,99.51,01-02-2023 17:55,Female,38,Standard,Tablet,4,Germany,Started but didn't finish
1703,Stranger Things,72,01-02-2023 17:56,Male,63,Premium,Tablet,4,Germany,Started but didn't finish
6482,The Witcher,73.26,01-02-2023 17:57,Male,62,Premium,Desktop,3,UK,Watched daily
7376,Black Mirror,,01-02-2023 17:58,Female,76,Basic,Mobile,5,France,Watched daily
2800,The Crown,46.59,01-02-2023 17:59,Female,41,Premium,Tablet,4,Canada,Watched daily
6463,The Umbrella Academy,54.89,01-02-2023 18:00,Female,65,Basic,Mobile,2,Australia,Watched daily
5912,The Crown,118.75,01-02-2023 18:01,Female,72,Basic,Mobile,2,France,Watched weekly
5648,The Witcher,89.96,01-02-2023 18:02,Female,13,Standard,Tablet,5,Canada,Watched daily
1855,Money Heist,,01-02-2023 18:03,Female,20,Standard,Mobile,5,France,Watched daily
3866,BoJack Horseman,54.88,01-02-2023 18:04,Female,12,Standard,,3,Canada,Watched weekly
1182,Black Mirror,59.96,01-02-2023 18:05,Male,36,Premium,Mobile,3,UK,Watched weekly
4112,The Crown,79.12,01-02-2023 18:06,Male,53,Standard,Mobile,4,UK,Watched weekly
6670,House of Cards,55.91,01-02-2023 18:07,Male,27,Premium,Mobile,3,Australia,Watched weekly
5492,House of Cards,82.34,01-02-2023 18:08,Female,39,Basic,Desktop,5,UK,Watched weekly
6823,The Umbrella Academy,39.5,01-02-2023 18:09,Female,79,Premium,Mobile,5,US,Watched daily
2517,BoJack Horseman,49.28,01-02-2023 18:10,Female,56,Basic,Mobile,3,Australia,Binge-watched
6002,Ozark,103.69,01-02-2023 18:11,Male,43,Standard,Mobile,5,Australia,Watched daily
2356,The Crown,39.47,01-02-2023 18:12,Male,51,Standard,Mobile,2,Canada,Watched daily
4629,BoJack Horseman,115.73,01-02-2023 18:13,Female,32,Standard,Desktop,3,UK,Binge-watched
4628,Money Heist,20.7,01-02-2023 18:14,Male,49,Premium,Desktop,1,France,Watched daily
9210,House of Cards,29,01-02-2023 18:15,Female,24,Standard,,5,US,Watched daily
7132,BoJack Horseman,55.64,01-02-2023 18:16,Male,66,Basic,Tablet,,Australia,Binge-watched
7588,Narcos,95.69,01-02-2023 18:17,Female,23,Basic,Tablet,3,US,Watched daily
4311,The Crown,87.79,01-02-2023 18:18,Female,21,Premium,Desktop,4,Australia,Binge-watched
7048,Money Heist,20.94,01-02-2023 18:19,Female,44,Standard,Tablet,3,UK,Watched daily
7246,The Crown,28.4,01-02-2023 18:20,Male,34,Standard,Desktop,3,Germany,Watched weekly
1987,Stranger Things,69.03,01-02-2023 18:21,Female,11,Premium,Mobile,3,UK,Binge-watched
4321,The Witcher,35.42,01-02-2023 18:22,Female,27,Premium,Desktop,4,Australia,Watched daily
5615,BoJack Horseman,50.68,01-02-2023 18:23,Female,44,Premium,Desktop,2,Germany,Watched weekly
9365,The Umbrella Academy,58.39,01-02-2023 18:24,Female,18,Standard,Tablet,2,UK,Started but didn't finish
4741,Stranger Things,71.31,01-02-2023 18:25,Male,20,Basic,Desktop,5,Canada,Started but didn't finish
4052,Stranger Things,30.13,01-02-2023 18:26,Female,76,Premium,TV,5,France,Watched daily
7574,The Crown,19.58,01-02-2023 18:27,Female,78,Premium,Mobile,5,Australia,Watched daily
1726,The Crown,,01-02-2023 18:28,Female,47,Premium,Desktop,5,Australia,Watched daily
4760,Stranger Things,,01-02-2023 18:29,Male,79,Standard,Desktop,4,Germany,Started but didn't finish
6806,House of Cards,,01-02-2023 18:30,Male,68,Standard,Desktop,5,Germany,Binge-watched
2875,Stranger Things,100.75,01-02-2023 18:31,Female,75,Premium,Desktop,2,US,Watched weekly
7993,House of Cards,14.28,01-02-2023 18:32,Female,50,Premium,Tablet,5,Germany,Started but didn't finish
5033,The Crown,13.53,01-02-2023 18:33,Male,33,Basic,Tablet,5,Canada,Watched weekly
6443,Stranger Things,9.63,01-02-2023 18:34,Male,59,Standard,TV,4,France,Watched daily
1989,BoJack Horseman,101.74,01-02-2023 18:35,Male,14,Standard,Tablet,3,Germany,Started but didn't finish
4744,Black Mirror,9.68,01-02-2023 18:36,Male,30,Premium,TV,2,US,Binge-watched
9611,Money Heist,118.02,01-02-2023 18:37,Male,15,Basic,TV,5,Australia,Started but didn't finish
1593,The Witcher,43,01-02-2023 18:38,Male,13,Premium,,3,France,Watched weekly
2774,Narcos,39.45,01-02-2023 18:39,Female,18,Basic,TV,4,Germany,Watched weekly
1935,Black Mirror,11,01-02-2023 18:40,Male,78,Basic,Mobile,4,Canada,Binge-watched
4808,Black Mirror,70.28,01-02-2023 18:41,Female,77,Standard,Tablet,5,Canada,Started but didn't finish
1331,The Umbrella Academy,70.31,01-02-2023 18:42,Female,18,nan,TV,2,France,Started but didn't finish
8922,Narcos,59.26,01-02-2023 18:43,Female,27,Standard,Mobile,1,US,Watched weekly
3702,BoJack Horseman,,01-02-2023 18:44,Female,,Basic,Tablet,2,Canada,Watched daily
6889,Black Mirror,44.23,01-02-2023 18:45,Female,52,Basic,Mobile,3,UK,Started but didn't finish
6054,BoJack Horseman,38.46,01-02-2023 18:46,Female,75,Basic,Desktop,3,UK,Watched daily
4868,House of Cards,51.14,01-02-2023 18:47,Female,38,Basic,Desktop,3,Germany,Binge-watched
5200,Money Heist,,01-02-2023 18:48,Male,57,Standard,Tablet,2,Canada,Watched weekly
1201,BoJack Horseman,81.06,01-02-2023 18:49,Male,60,Standard,TV,4,UK,Started but didn't finish
3497,Money Heist,35.49,01-02-2023 18:50,Female,51,Standard,Mobile,3,Germany,Watched weekly
2842,The Umbrella Academy,42.1,01-02-2023 18:51,Female,45,Basic,Desktop,5,Germany,Watched daily
5658,Ozark,52.26,01-02-2023 18:52,Female,54,Premium,TV,5,Germany,Started but didn't finish
8544,The Umbrella Academy,0.48,01-02-2023 18:53,Male,44,Standard,Desktop,1,US,Started but didn't finish
8718,Ozark,59.05,01-02-2023 18:54,Male,15,Standard,Desktop,1,Germany,Watched weekly
1770,The Crown,,01-02-2023 18:55,Male,46,Premium,TV,4,US,Watched weekly
4155,Ozark,6.74,01-02-2023 18:56,Male,,Basic,Tablet,1,UK,Watched weekly
2628,The Crown,109.32,01-02-2023 18:57,Female,25,Basic,,3,Germany,Binge-watched
1386,House of Cards,38.69,01-02-2023 18:58,Female,31,Basic,Mobile,1,UK,Binge-watched
7031,The Witcher,51.13,01-02-2023 18:59,Female,78,Premium,Tablet,3,Canada,Binge-watched
7439,The Umbrella Academy,99.28,01-02-2023 19:00,Male,78,Basic,Mobile,3,US,Watched weekly
7401,Narcos,,01-02-2023 19:01,Female,72,Standard,Tablet,3,UK,Started but didn't finish
5008,Money Heist,102.04,01-02-2023 19:02,Female,28,Premium,Desktop,3,Germany,Watched weekly
3466,Narcos,29,01-02-2023 19:03,Female,27,Standard,TV,2,UK,Watched weekly
3282,Ozark,70.68,01-02-2023 19:04,Female,26,Standard,Mobile,5,Germany,Binge-watched
2856,Money Heist,82.28,01-02-2023 19:05,Female,50,Basic,Tablet,2,France,Started but didn't finish
8980,House of Cards,108.6,01-02-2023 19:06,Male,42,Premium,Desktop,1,Australia,Watched weekly
2998,Ozark,72.92,01-02-2023 19:07,Female,64,Standard,Desktop,3,US,Watched weekly
6476,Stranger Things,54.39,01-02-2023 19:08,Female,33,Standard,TV,5,Canada,Watched daily
5669,Black Mirror,68.67,01-02-2023 19:09,Male,49,Premium,TV,2,UK,Watched daily
5318,Money Heist,24.25,01-02-2023 19:10,Female,37,Standard,Mobile,3,Australia,Watched daily
8064,BoJack Horseman,82.69,01-02-2023 19:11,Male,76,Standard,Tablet,3,UK,Watched weekly
8446,The Witcher,22.43,01-02-2023 19:12,Male,48,Standard,Desktop,1,France,Watched daily
2431,The Umbrella Academy,66.87,01-02-2023 19:13,Female,30,Premium,Mobile,5,Germany,Binge-watched
6624,Ozark,77.71,01-02-2023 19:14,Male,46,Standard,Mobile,4,Canada,Watched daily
8461,The Witcher,107.83,01-02-2023 19:15,Male,11,Premium,,1,Germany,Watched daily
2819,Narcos,54.02,01-02-2023 19:16,Male,15,Standard,Tablet,2,Germany,Watched daily
2130,The Crown,,01-02-2023 19:17,Male,61,Standard,Mobile,1,UK,Binge-watched
7563,BoJack Horseman,,01-02-2023 19:18,Female,14,Basic,TV,,UK,Started but didn't finish
3658,Ozark,18.74,01-02-2023 19:19,Female,56,Standard,Desktop,3,UK,Binge-watched
4500,Stranger Things,62.98,01-02-2023 19:20,Male,52,Basic,Desktop,5,Australia,Watched daily
9566,The Crown,71.56,01-02-2023 19:21,Female,49,Standard,Desktop,3,US,Binge-watched
3120,Stranger Things,75.88,01-02-2023 19:22,Male,20,Basic,Tablet,2,US,Started but didn't finish
5020,The Crown,89.48,01-02-2023 19:23,Female,23,Standard,Tablet,3,UK,Watched weekly
4259,Stranger Things,35.39,01-02-2023 19:24,Female,11,Basic,Mobile,3,Germany,Started but didn't finish
2823,House of Cards,74.71,01-02-2023 19:25,Female,48,Premium,Mobile,2,Canada,Started but didn't finish
2474,Narcos,22.58,01-02-2023 19:26,Other,72,Standard,Desktop,1,Canada,Binge-watched
3242,The Witcher,26.28,01-02-2023 19:27,Female,72,Premium,Mobile,3,Germany,Watched daily
4243,Ozark,,01-02-2023 19:28,Female,,Standard,Desktop,3,Australia,Binge-watched
7990,BoJack Horseman,89.64,01-02-2023 19:29,Male,10,Premium,TV,2,France,Watched daily
6160,Money Heist,60.84,01-02-2023 19:30,Female,26,Basic,Mobile,,Germany,Watched daily
4134,The Crown,,01-02-2023 19:31,Female,63,Standard,Tablet,3,Canada,Started but didn't finish
3070,Black Mirror,66.75,01-02-2023 19:32,Female,48,Standard,Tablet,2,France,Started but didn't finish
1359,The Crown,42.51,01-02-2023 19:33,Female,57,Basic,Desktop,3,Australia,Binge-watched
2141,Black Mirror,100.47,01-02-2023 19:34,Female,75,Standard,TV,4,Australia,Watched weekly
2635,Money Heist,63.38,01-02-2023 19:35,Female,24,Basic,Mobile,3,France,Watched weekly
5000,The Umbrella Academy,3.58,01-02-2023 19:36,Male,31,Standard,Mobile,3,Canada,Started but didn't finish
4361,Black Mirror,118.21,01-02-2023 19:37,Male,29,Basic,TV,2,France,Started but didn't finish
7583,The Umbrella Academy,8.92,01-02-2023 19:38,Male,52,Basic,TV,3,Australia,Binge-watched
8835,Black Mirror,83.51,01-02-2023 19:39,Male,65,Basic,Mobile,1,US,Started but didn't finish
1006,Stranger Things,52.47,01-02-2023 19:40,Male,33,Premium,Desktop,3,UK,Started but didn't finish
4267,The Crown,29.92,01-02-2023 19:41,Male,52,Standard,Mobile,2,Australia,Watched daily
7564,The Umbrella Academy,81.17,01-02-2023 19:42,Male,30,Premium,TV,4,Australia,Watched daily
5928,The Crown,15.11,01-02-2023 19:43,Female,57,Premium,Tablet,4,France,Watched weekly
3606,Money Heist,102.99,01-02-2023 19:44,Male,75,Standard,Mobile,2,France,Binge-watched
6906,The Umbrella Academy,30.07,01-02-2023 19:45,Male,25,Standard,TV,1,US,Binge-watched
4273,The Witcher,43.37,01-02-2023 19:46,Female,49,Premium,Tablet,3,US,Watched daily
8611,Black Mirror,75.92,01-02-2023 19:47,Female,30,Standard,Mobile,3,Germany,Watched daily
1913,Ozark,0.12,01-02-2023 19:48,Male,61,Premium,,4,Canada,Watched weekly
3011,The Umbrella Academy,56.73,01-02-2023 19:49,Male,17,Standard,Desktop,3,Germany,Binge-watched
2442,Black Mirror,,01-02-2023 19:50,Male,64,Standard,Mobile,3,Australia,Watched daily
6546,The Crown,81.65,01-02-2023 19:51,Male,67,Basic,Mobile,5,Canada,Started but didn't finish
2829,Stranger Things,46.55,01-02-2023 19:52,Male,14,Basic,Tablet,3,US,Watched weekly
9767,Narcos,79.25,01-02-2023 19:53,Female,51,Standard,Desktop,3,UK,Watched daily
7468,House of Cards,112.39,01-02-2023 19:54,Female,39,Standard,TV,3,Canada,Started but didn't finish
1929,Narcos,22.54,01-02-2023 19:55,Female,18,Basic,Mobile,3,Canada,Started but didn't finish
4699,The Umbrella Academy,63.82,01-02-2023 19:56,Male,50,Basic,Desktop,4,US,Started but didn't finish
2054,The Witcher,28.17,01-02-2023 19:57,Male,60,Standard,Desktop,2,France,Started but didn't finish
6744,The Witcher,102.51,01-02-2023 19:58,Male,66,Standard,Mobile,3,Germany,Started but didn't finish
2900,BoJack Horseman,,01-02-2023 19:59,Male,70,Premium,Mobile,2,UK,Binge-watched
7980,BoJack Horseman,96.13,01-02-2023 20:00,Female,15,Premium,TV,3,Australia,Watched weekly
8069,Ozark,113.16,01-02-2023 20:01,Female,35,Premium,Mobile,,Canada,Watched daily
4415,Money Heist,27.88,01-02-2023 20:02,Male,15,Standard,TV,3,France,Watched weekly
1442,Stranger Things,5.85,01-02-2023 20:03,Female,62,Standard,Mobile,,US,Watched daily
7218,Black Mirror,34.91,01-02-2023 20:04,Female,70,Premium,Tablet,4,Canada,Watched weekly
5652,Money Heist,47.9,01-02-2023 20:05,Male,42,Basic,Mobile,4,France,Watched weekly
8939,House of Cards,75.02,01-02-2023 20:06,Male,54,Basic,Tablet,3,Australia,Watched weekly
8833,The Crown,95.72,01-02-2023 20:07,Male,49,Basic,Mobile,2,Germany,Binge-watched
8597,Money Heist,41.98,01-02-2023 20:08,Female,33,Premium,Desktop,3,US,Binge-watched
5458,Narcos,56.82,01-02-2023 20:09,Male,54,Standard,,,France,Binge-watched
7591,The Umbrella Academy,94.26,01-02-2023 20:10,Male,47,Standard,Tablet,4,France,Watched weekly
3309,BoJack Horseman,27.04,01-02-2023 20:11,Female,38,Premium,Mobile,4,Canada,Started but didn't finish
7268,The Witcher,26.06,01-02-2023 20:12,Male,17,Standard,Mobile,3,Australia,Binge-watched
1910,The Umbrella Academy,70.71,01-02-2023 20:13,Male,73,Premium,Desktop,5,Australia,Started but didn't finish
5340,The Umbrella Academy,52.33,01-02-2023 20:14,Female,60,Standard,Desktop,4,Germany,Watched weekly
5009,The Umbrella Academy,113.87,01-02-2023 20:15,Female,15,Premium,Tablet,4,Australia,Binge-watched
7628,BoJack Horseman,42.84,01-02-2023 20:16,Male,56,Standard,Mobile,2,US,Started but didn't finish
3169,The Witcher,91.15,01-02-2023 20:17,Male,58,Basic,Mobile,,US,Started but didn't finish
3172,Stranger Things,69.97,01-02-2023 20:18,Female,41,Basic,Desktop,2,Germany,Started but didn't finish
6668,House of Cards,6.55,01-02-2023 20:19,Female,,Basic,Tablet,3,UK,Started but didn't finish
7313,Narcos,10.13,01-02-2023 20:20,nan,45,Standard,Mobile,3,Canada,Watched weekly
9315,The Witcher,24.38,01-02-2023 20:21,Male,28,Basic,Tablet,2,France,Started but didn't finish
9036,Narcos,17.18,01-02-2023 20:22,Female,46,Standard,Tablet,2,Canada,Watched daily
7789,BoJack Horseman,39.52,01-02-2023 20:23,Male,26,Premium,Tablet,2,Germany,Started but didn't finish
1785,The Umbrella Academy,,01-02-2023 20:24,Female,25,Standard,,4,France,Binge-watched
7139,Narcos,72.28,01-02-2023 20:25,Male,67,Premium,TV,,UK,Watched daily
7344,The Umbrella Academy,70.53,01-02-2023 20:26,Male,53,Basic,Desktop,5,Australia,Started but didn't finish
3416,Money Heist,,01-02-2023 20:27,Male,77,Premium,Mobile,2,Germany,Binge-watched
9988,Stranger Things,72.03,01-02-2023 20:28,Male,58,Basic,Tablet,1,Canada,Watched daily
5154,The Umbrella Academy,49.17,01-02-2023 20:29,Male,60,Standard,Tablet,4,France,Started but didn't finish
6619,Money Heist,108.37,01-02-2023 20:30,Male,14,nan,Tablet,1,US,Binge-watched
2936,Stranger Things,109.44,01-02-2023 20:31,Male,67,Premium,Mobile,5,France,Watched daily
4807,House of Cards,92.18,01-02-2023 20:32,Male,55,Standard,Mobile,5,France,Binge-watched
8151,BoJack Horseman,84.37,01-02-2023 20:33,Female,64,Standard,,4,Germany,Started but didn't finish
4236,The Witcher,13.79,01-02-2023 20:34,Male,26,Premium,Tablet,3,UK,Started but didn't finish
3352,The Witcher,,01-02-2023 20:35,Female,21,Standard,Tablet,,France,Started but didn't finish
2932,Stranger Things,100.9,01-02-2023 20:36,Female,33,Basic,Mobile,3,Australia,Watched weekly
9556,Black Mirror,51.24,01-02-2023 20:37,Male,65,Premium,Tablet,,France,Started but didn't finish
5916,Ozark,54.16,01-02-2023 20:38,Male,64,Premium,Tablet,5,UK,Binge-watched
6498,Ozark,101.74,01-02-2023 20:39,Female,25,Standard,Desktop,2,UK,Binge-watched
1946,The Witcher,74.57,01-02-2023 20:40,Male,31,Standard,Tablet,5,Australia,Watched weekly
2439,BoJack Horseman,21.53,01-02-2023 20:41,Male,53,Basic,Desktop,3,France,Watched daily
8730,Black Mirror,25.32,01-02-2023 20:42,Male,52,Basic,Tablet,4,US,Binge-watched
5857,Ozark,0.77,01-02-2023 20:43,Male,30,Standard,Desktop,1,US,Binge-watched
1340,House of Cards,85.28,01-02-2023 20:44,Male,17,Basic,Desktop,2,US,Watched weekly
1382,Money Heist,58.27,01-02-2023 20:45,Other,58,Premium,Mobile,4,Germany,Watched daily
9491,The Crown,,01-02-2023 20:46,Female,15,Premium,Tablet,,Germany,Watched weekly
1138,The Crown,85.68,01-02-2023 20:47,Female,56,Standard,Tablet,2,US,Watched daily
1358,The Umbrella Academy,12.38,01-02-2023 20:48,Male,45,nan,Tablet,3,US,Started but didn't finish
5931,Money Heist,19.38,01-02-2023 20:49,Other,32,Basic,Desktop,3,US,Watched daily
4456,Narcos,60.21,01-02-2023 20:50,Female,40,Premium,Mobile,,UK,Watched daily
2627,Stranger Things,,01-02-2023 20:51,Female,71,Standard,TV,3,Canada,Started but didn't finish
7626,Ozark,29.67,01-02-2023 20:52,Female,66,Standard,Desktop,5,Germany,Binge-watched
6004,Narcos,99.07,01-02-2023 20:53,Male,79,Standard,TV,,Germany,Binge-watched
7652,House of Cards,37.47,01-02-2023 20:54,Female,74,Standard,Desktop,5,Germany,Binge-watched
7416,Narcos,32.39,01-02-2023 20:55,Female,46,Premium,Desktop,4,Canada,Watched weekly
4170,Ozark,108.17,01-02-2023 20:56,Other,77,Standard,Tablet,2,France,Binge-watched
4835,The Umbrella Academy,5.67,01-02-2023 20:57,Male,26,Standard,Desktop,4,Germany,Watched weekly
9017,Black Mirror,79.29,01-02-2023 20:58,nan,16,Basic,Desktop,4,France,Started but didn't finish
3151,Ozark,5.18,01-02-2023 20:59,Male,61,Premium,Mobile,,UK,Watched daily
7905,Ozark,,01-02-2023 21:00,Male,44,Standard,Tablet,4,US,Started but didn't finish
3834,The Witcher,99.53,01-02-2023 21:01,Female,11,Basic,Mobile,3,US,Watched weekly
3567,Money Heist,107.2,01-02-2023 21:02,Female,49,Basic,TV,2,UK,Watched daily
2307,Ozark,22.33,01-02-2023 21:03,Female,46,Basic,Tablet,3,US,Started but didn't finish
9848,Money Heist,14.94,01-02-2023 21:04,Male,66,Standard,Mobile,4,UK,Watched weekly
3660,Narcos,60.42,01-02-2023 21:05,Male,19,Standard,Tablet,3,US,Watched daily
4730,The Umbrella Academy,32.6,01-02-2023 21:06,Female,55,Premium,Tablet,3,UK,Binge-watched
7207,Narcos,72.76,01-02-2023 21:07,Male,14,Standard,TV,1,UK,Watched weekly
4162,The Witcher,61.65,01-02-2023 21:08,Female,14,Standard,,5,US,Binge-watched
2140,The Umbrella Academy,17.38,01-02-2023 21:09,Male,36,Premium,TV,1,France,Watched weekly
9458,Ozark,88.71,01-02-2023 21:10,Male,14,Premium,Mobile,3,Germany,Started but didn't finish
2708,Money Heist,96.45,01-02-2023 21:11,Other,70,Basic,Tablet,3,Germany,Binge-watched
4630,House of Cards,,01-02-2023 21:12,Male,,Premium,Desktop,,Canada,Watched daily
4211,Ozark,47.46,01-02-2023 21:13,Female,40,Premium,Mobile,5,Australia,Watched daily
7538,The Umbrella Academy,40.53,01-02-2023 21:14,Male,30,Standard,TV,4,Australia,Started but didn't finish
1475,Ozark,23.07,01-02-2023 21:15,Male,30,Standard,Tablet,3,Canada,Watched weekly
8684,Narcos,,01-02-2023 21:16,Female,60,Standard,TV,3,US,Binge-watched
2207,Ozark,38.53,01-02-2023 21:17,Male,68,Premium,Tablet,1,Germany,Watched weekly
2960,Narcos,117.82,01-02-2023 21:18,Female,11,Basic,Tablet,2,Australia,Started but didn't finish
1557,BoJack Horseman,11.07,01-02-2023 21:19,Female,39,Basic,Desktop,5,Canada,Binge-watched
1882,House of Cards,31.12,01-02-2023 21:20,Female,67,Standard,TV,4,Germany,Watched daily
5761,BoJack Horseman,10.32,01-02-2023 21:21,Female,29,Basic,Mobile,5,UK,Watched weekly
